ticket_id,created_at,customer_id,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,resolution_time_hours,reopened,customer_sentiment,csat_score,has_attachment,platform,region,year,month,month_name
TCKT_049334,2025-02-08 17:55:47,CUST_08609,individual,chat,data_export,bug,low,resolved,standard,49.37,0,very_negative,0,0,android,MEA,2025,2,February
TCKT_057771,2022-08-01 16:47:26,CUST_09118,education,in_app,billing,bug,low,open,standard,29.91,0,neutral,3,1,ios,Unknown,2022,8,August
TCKT_068026,2022-08-21 08:48:57,CUST_06645,education,phone_transcript,data_export,bug,low,on_hold,standard,29.91,0,positive,0,0,ios,MEA,2022,8,August
TCKT_051973,2024-11-03 22:27:04,CUST_08305,education,phone_transcript,billing,performance,low,open,standard,29.91,0,very_positive,5,1,api_client,MEA,2024,11,November
TCKT_086595,2024-06-22 05:12:45,CUST_09535,individual,email,api_integration,other,low,in_progress,standard,29.91,0,positive,0,0,android,MEA,2024,6,June
TCKT_005159,2022-06-27 01:25:29,CUST_02498,enterprise,web_form,mobile_app,account_access,low,resolved,standard,44.42,0,negative,3,0,api_client,APAC,2022,6,June
TCKT_005568,2022-06-26 21:41:47,CUST_03927,non_profit,web_form,data_export,how_to,low,resolved,standard,37.01,0,neutral,3,0,api_client,MEA,2022,6,June
TCKT_039700,2022-03-08 02:07:12,CUST_04682,small_business,web_form,analytics_dashboard,feature_request,low,resolved,gold,63.3,0,negative,2,0,api_client,Unknown,2022,3,March
TCKT_020377,2022-11-20 12:40:53,CUST_07598,education,in_app,mobile_app,how_to,high,resolved,platinum,21.84,0,positive,4,1,api_client,LATAM,2022,11,November
TCKT_021504,2022-01-11 06:51:46,CUST_01640,non_profit,chat,mobile_app,bug,low,resolved,standard,9.71,0,neutral,4,0,ios,Unknown,2022,1,January
TCKT_059195,2025-01-10 23:04:57,CUST_00558,small_business,chat,data_export,performance,medium,resolved,standard,4.68,0,very_negative,1,1,web,APAC,2025,1,January
TCKT_094880,2022-09-23 12:23:09,CUST_05980,individual,phone_transcript,notifications,security_concern,medium,resolved,gold,17.45,0,very_negative,2,0,web,APAC,2022,9,September
TCKT_098183,2025-06-03 16:18:38,CUST_02176,non_profit,web_form,api_integration,performance,medium,on_hold,gold,29.91,0,positive,5,1,android,LATAM,2025,6,June
TCKT_022468,2024-12-25 07:46:50,CUST_03950,education,phone_transcript,analytics_dashboard,other,medium,resolved,standard,7.9,0,negative,3,0,ios,Unknown,2024,12,December
TCKT_060308,2024-10-29 13:34:55,CUST_09565,small_business,chat,api_integration,feature_request,high,resolved,standard,13.62,0,negative,0,1,ios,EU,2024,10,October
TCKT_073084,2023-07-16 17:32:33,CUST_08491,non_profit,email,login_auth,performance,medium,resolved,gold,13.54,0,negative,3,1,ios,EU,2023,7,July
TCKT_046051,2025-08-25 02:38:17,CUST_06891,education,in_app,mobile_app,bug,low,in_progress,gold,29.91,0,negative,0,0,android,EU,2025,8,August
TCKT_013660,2022-07-12 08:09:11,CUST_01597,enterprise,chat,login_auth,feature_request,low,resolved,gold,15.41,0,positive,5,0,api_client,EU,2022,7,July
TCKT_023988,2022-07-18 08:41:59,CUST_05370,individual,email,notifications,security_concern,medium,resolved,standard,46.5,0,negative,3,0,desktop_app,EU,2022,7,July
TCKT_075620,2022-10-02 21:17:04,CUST_08934,individual,web_form,data_export,performance,low,open,gold,29.91,0,negative,3,0,ios,LATAM,2022,10,October
TCKT_033018,2023-08-04 19:29:16,CUST_07569,individual,web_form,data_export,bug,high,resolved,platinum,2.3,0,neutral,4,0,android,LATAM,2023,8,August
TCKT_087935,2025-07-05 07:53:51,CUST_03069,enterprise,email,mobile_app,feature_request,high,resolved,gold,10.82,0,very_negative,1,1,android,LATAM,2025,7,July
TCKT_005986,2025-08-01 22:05:48,CUST_04221,small_business,phone_transcript,data_export,feature_request,high,on_hold,gold,29.91,0,positive,4,0,api_client,Unknown,2025,8,August
TCKT_047411,2022-01-15 22:01:15,CUST_06280,individual,chat,notifications,how_to,medium,on_hold,gold,29.91,0,neutral,3,0,api_client,MEA,2022,1,January
TCKT_037087,2023-10-31 06:24:07,CUST_09444,education,web_form,api_integration,feature_request,urgent,resolved,standard,1.57,0,positive,5,0,desktop_app,Unknown,2023,10,October
TCKT_099104,2022-01-31 16:16:39,CUST_01060,individual,chat,analytics_dashboard,how_to,urgent,resolved,standard,0.7,0,negative,3,0,android,Unknown,2022,1,January
TCKT_007795,2023-12-27 14:17:43,CUST_04786,individual,chat,analytics_dashboard,other,urgent,in_progress,standard,29.91,0,neutral,0,0,web,APAC,2023,12,December
TCKT_065423,2023-09-01 22:35:52,CUST_06572,small_business,in_app,api_integration,other,medium,on_hold,standard,29.91,0,negative,2,0,android,MEA,2023,9,September
TCKT_057324,2022-01-13 17:17:47,CUST_07890,small_business,in_app,mobile_app,feature_request,high,resolved,standard,20.37,0,positive,4,0,api_client,MEA,2022,1,January
TCKT_093045,2024-05-13 19:04:05,CUST_05838,non_profit,in_app,billing,how_to,medium,on_hold,standard,29.91,0,positive,5,0,api_client,APAC,2024,5,May
TCKT_004254,2023-12-07 19:19:24,CUST_06245,non_profit,phone_transcript,mobile_app,account_access,high,resolved,standard,2.04,0,very_negative,1,0,desktop_app,MEA,2023,12,December
TCKT_075115,2025-06-08 05:10:23,CUST_03059,non_profit,email,data_export,billing_problem,medium,open,standard,29.91,0,negative,2,0,ios,MEA,2025,6,June
TCKT_047011,2023-06-03 01:10:50,CUST_09966,individual,web_form,billing,account_access,low,open,standard,29.91,0,negative,3,0,api_client,LATAM,2023,6,June
TCKT_033243,2023-11-27 22:25:54,CUST_06512,non_profit,phone_transcript,data_export,performance,medium,closed_no_action,standard,47.52,0,negative,2,0,web,EU,2023,11,November
TCKT_032016,2025-10-02 22:26:42,CUST_00286,education,email,notifications,other,medium,in_progress,standard,29.91,0,neutral,0,0,api_client,MEA,2025,10,October
TCKT_033295,2023-07-09 20:39:28,CUST_08671,non_profit,chat,analytics_dashboard,account_access,low,on_hold,gold,29.91,1,neutral,4,0,android,MEA,2023,7,July
TCKT_074424,2025-03-17 17:22:35,CUST_01286,small_business,phone_transcript,mobile_app,security_concern,low,closed_no_action,gold,101.03,0,neutral,0,1,desktop_app,EU,2025,3,March
TCKT_026212,2025-12-19 23:12:23,CUST_00155,education,phone_transcript,analytics_dashboard,performance,low,closed_no_action,standard,146.0,0,very_negative,1,1,ios,MEA,2025,12,December
TCKT_019688,2023-07-16 00:53:18,CUST_02178,education,email,data_export,how_to,high,in_progress,platinum,29.91,0,positive,4,0,android,EU,2023,7,July
TCKT_000162,2023-07-07 11:07:00,CUST_06472,education,phone_transcript,login_auth,security_concern,medium,resolved,standard,19.01,0,negative,2,0,web,EU,2023,7,July
TCKT_044372,2024-02-26 02:48:19,CUST_03920,individual,phone_transcript,api_integration,feature_request,medium,in_progress,platinum,29.91,0,very_positive,5,0,android,Unknown,2024,2,February
TCKT_041316,2024-01-16 06:25:12,CUST_04768,individual,web_form,api_integration,account_access,low,open,platinum,29.91,0,neutral,3,0,ios,EU,2024,1,January
TCKT_077026,2025-07-06 14:36:52,CUST_01409,enterprise,in_app,billing,performance,medium,resolved,standard,8.72,0,very_negative,0,0,api_client,APAC,2025,7,July
TCKT_003358,2024-01-07 20:53:45,CUST_04665,individual,chat,data_export,bug,medium,closed_no_action,standard,171.84,0,negative,2,0,ios,MEA,2024,1,January
TCKT_075004,2022-11-05 05:18:43,CUST_05799,non_profit,in_app,api_integration,billing_problem,medium,resolved,standard,8.42,0,negative,3,0,api_client,EU,2022,11,November
TCKT_043674,2024-02-10 05:11:35,CUST_02994,education,chat,api_integration,bug,high,in_progress,platinum,29.91,0,positive,0,1,android,Unknown,2024,2,February
TCKT_031266,2022-01-28 00:42:50,CUST_00595,enterprise,chat,data_export,bug,low,open,standard,29.91,0,negative,2,1,android,LATAM,2022,1,January
TCKT_065439,2024-11-09 03:25:53,CUST_07746,non_profit,web_form,analytics_dashboard,other,medium,closed_no_action,standard,237.74,1,neutral,4,1,ios,Unknown,2024,11,November
TCKT_077951,2025-06-28 16:08:27,CUST_04774,non_profit,phone_transcript,notifications,security_concern,medium,resolved,standard,8.36,0,neutral,3,1,web,MEA,2025,6,June
TCKT_041220,2024-01-22 05:35:00,CUST_05712,education,email,api_integration,security_concern,urgent,open,gold,29.91,0,very_negative,1,1,api_client,APAC,2024,1,January
TCKT_002442,2024-07-17 04:10:56,CUST_08046,individual,in_app,analytics_dashboard,how_to,medium,open,standard,29.91,0,positive,0,0,android,LATAM,2024,7,July
TCKT_041650,2025-02-23 23:27:49,CUST_08025,education,web_form,api_integration,security_concern,low,resolved,gold,10.23,0,neutral,3,1,api_client,Unknown,2025,2,February
TCKT_072686,2025-03-23 21:24:38,CUST_00741,small_business,chat,analytics_dashboard,security_concern,high,in_progress,standard,29.91,0,very_positive,5,1,web,LATAM,2025,3,March
TCKT_054207,2022-09-22 06:32:28,CUST_09947,non_profit,web_form,api_integration,account_access,medium,closed_no_action,standard,59.73,0,negative,3,0,web,APAC,2022,9,September
TCKT_016223,2023-11-07 13:28:58,CUST_07127,education,email,analytics_dashboard,security_concern,medium,resolved,standard,5.36,0,very_negative,1,1,desktop_app,APAC,2023,11,November
TCKT_042135,2023-05-15 22:31:27,CUST_02322,small_business,phone_transcript,login_auth,security_concern,low,in_progress,standard,29.91,0,negative,3,0,api_client,LATAM,2023,5,May
TCKT_080513,2023-10-19 00:44:30,CUST_05220,enterprise,email,notifications,security_concern,high,open,platinum,29.91,0,negative,3,0,api_client,APAC,2023,10,October
TCKT_055307,2025-04-20 04:07:44,CUST_08586,enterprise,in_app,notifications,how_to,medium,resolved,gold,16.17,0,negative,0,0,android,Unknown,2025,4,April
TCKT_050793,2022-03-12 22:22:20,CUST_04500,education,chat,api_integration,security_concern,low,in_progress,standard,29.91,0,very_negative,2,0,ios,APAC,2022,3,March
TCKT_082474,2023-04-21 23:18:20,CUST_08358,enterprise,web_form,mobile_app,account_access,high,resolved,gold,14.39,0,negative,2,0,ios,LATAM,2023,4,April
TCKT_024414,2022-01-15 13:40:57,CUST_09213,non_profit,phone_transcript,api_integration,performance,low,closed_no_action,gold,192.73,0,neutral,0,1,android,Unknown,2022,1,January
TCKT_011942,2024-09-13 20:33:48,CUST_00627,small_business,email,mobile_app,feature_request,high,closed_no_action,standard,199.36,0,very_positive,5,0,ios,EU,2024,9,September
TCKT_029977,2022-06-06 19:14:38,CUST_03063,individual,web_form,login_auth,bug,low,in_progress,standard,29.91,0,neutral,0,0,web,MEA,2022,6,June
TCKT_014488,2023-05-24 19:59:41,CUST_04056,non_profit,phone_transcript,analytics_dashboard,security_concern,medium,open,standard,29.91,0,negative,2,1,android,LATAM,2023,5,May
TCKT_090455,2022-05-23 05:24:17,CUST_03316,education,phone_transcript,billing,bug,medium,in_progress,standard,29.91,0,negative,2,0,web,MEA,2022,5,May
TCKT_090087,2025-12-25 21:35:57,CUST_09497,non_profit,web_form,data_export,billing_problem,urgent,resolved,platinum,3.27,0,positive,4,0,api_client,APAC,2025,12,December
TCKT_047478,2024-12-03 04:10:42,CUST_02896,non_profit,web_form,notifications,how_to,medium,resolved,standard,34.7,0,neutral,0,0,api_client,APAC,2024,12,December
TCKT_022231,2023-11-12 05:05:19,CUST_00096,individual,email,notifications,account_access,low,resolved,standard,21.85,0,negative,0,0,android,APAC,2023,11,November
TCKT_028138,2024-09-05 02:00:47,CUST_03104,education,email,analytics_dashboard,account_access,urgent,resolved,gold,0.46,0,negative,0,0,desktop_app,LATAM,2024,9,September
TCKT_028442,2025-03-07 19:59:43,CUST_04802,education,chat,api_integration,billing_problem,medium,in_progress,standard,29.91,0,positive,0,0,web,EU,2025,3,March
TCKT_067409,2024-03-03 12:57:45,CUST_09993,non_profit,chat,analytics_dashboard,account_access,high,resolved,standard,3.13,1,very_negative,0,0,web,MEA,2024,3,March
TCKT_090509,2023-02-08 13:28:06,CUST_02598,non_profit,email,billing,bug,medium,resolved,standard,20.28,0,neutral,4,0,web,LATAM,2023,2,February
TCKT_016817,2023-11-06 15:53:58,CUST_00169,enterprise,email,data_export,billing_problem,medium,open,standard,29.91,0,very_positive,5,1,web,Unknown,2023,11,November
TCKT_026744,2023-05-21 03:59:59,CUST_00214,enterprise,in_app,billing,bug,low,on_hold,platinum,29.91,0,neutral,3,0,api_client,EU,2023,5,May
TCKT_086045,2023-01-07 19:12:59,CUST_03823,non_profit,in_app,api_integration,other,high,resolved,platinum,12.51,1,neutral,4,0,ios,EU,2023,1,January
TCKT_036842,2022-01-23 14:21:18,CUST_07838,non_profit,chat,mobile_app,feature_request,medium,resolved,standard,12.74,0,neutral,4,0,web,LATAM,2022,1,January
TCKT_063615,2024-01-13 12:51:34,CUST_05999,enterprise,web_form,mobile_app,account_access,high,in_progress,standard,29.91,0,positive,0,0,ios,EU,2024,1,January
TCKT_029759,2023-12-03 14:48:54,CUST_06797,individual,email,login_auth,performance,medium,resolved,platinum,46.11,0,very_negative,2,0,desktop_app,LATAM,2023,12,December
TCKT_048272,2022-02-26 22:22:10,CUST_07977,enterprise,chat,billing,bug,medium,closed_no_action,standard,84.16,0,negative,2,0,android,EU,2022,2,February
TCKT_033256,2024-07-14 18:51:19,CUST_04220,small_business,email,mobile_app,security_concern,high,resolved,standard,10.37,0,negative,2,0,desktop_app,MEA,2024,7,July
TCKT_052070,2023-09-15 01:06:41,CUST_04462,small_business,email,api_integration,performance,medium,open,standard,29.91,0,very_positive,5,0,ios,LATAM,2023,9,September
TCKT_067955,2024-08-24 01:31:36,CUST_00372,enterprise,in_app,billing,other,low,resolved,gold,23.85,0,negative,2,0,web,APAC,2024,8,August
TCKT_090756,2022-04-29 11:21:58,CUST_02036,enterprise,web_form,mobile_app,billing_problem,medium,closed_no_action,standard,164.45,0,neutral,3,0,desktop_app,LATAM,2022,4,April
TCKT_002392,2022-04-11 12:50:05,CUST_01981,enterprise,in_app,notifications,feature_request,low,in_progress,standard,29.91,0,neutral,4,0,android,EU,2022,4,April
TCKT_093667,2023-07-22 21:52:40,CUST_00828,education,email,mobile_app,feature_request,low,closed_no_action,standard,127.67,0,positive,5,0,android,EU,2023,7,July
TCKT_080057,2024-02-22 18:41:47,CUST_04986,small_business,phone_transcript,analytics_dashboard,other,low,open,standard,29.91,0,neutral,0,1,android,Unknown,2024,2,February
TCKT_090441,2023-09-08 08:26:42,CUST_07144,education,phone_transcript,analytics_dashboard,feature_request,urgent,open,standard,29.91,0,neutral,0,0,ios,MEA,2023,9,September
TCKT_000967,2025-02-02 04:48:48,CUST_08772,education,web_form,login_auth,how_to,medium,in_progress,standard,29.91,0,neutral,4,0,desktop_app,LATAM,2025,2,February
TCKT_072130,2022-01-06 17:25:57,CUST_04693,individual,phone_transcript,data_export,performance,medium,resolved,platinum,20.91,0,very_negative,0,0,api_client,APAC,2022,1,January
TCKT_080487,2023-09-23 22:49:47,CUST_05025,enterprise,email,data_export,performance,medium,open,gold,29.91,0,neutral,0,0,ios,Unknown,2023,9,September
TCKT_061146,2022-06-11 09:06:10,CUST_05330,non_profit,email,login_auth,performance,low,open,standard,29.91,0,very_negative,0,0,android,EU,2022,6,June
TCKT_054316,2022-10-05 23:06:36,CUST_02875,enterprise,chat,mobile_app,security_concern,high,resolved,standard,5.35,0,negative,0,0,api_client,EU,2022,10,October
TCKT_066850,2025-07-13 19:03:47,CUST_07399,non_profit,chat,api_integration,performance,high,open,standard,29.91,0,negative,2,0,api_client,LATAM,2025,7,July
TCKT_054373,2022-08-16 05:05:46,CUST_09303,small_business,web_form,api_integration,performance,low,in_progress,gold,29.91,0,negative,3,0,web,APAC,2022,8,August
TCKT_011669,2024-08-16 10:38:13,CUST_05407,enterprise,phone_transcript,notifications,account_access,urgent,resolved,platinum,2.96,0,very_negative,1,0,android,LATAM,2024,8,August
TCKT_008267,2024-10-27 16:05:36,CUST_07388,small_business,phone_transcript,login_auth,feature_request,low,in_progress,standard,29.91,0,very_positive,5,0,desktop_app,Unknown,2024,10,October
TCKT_034567,2025-04-30 20:19:20,CUST_05573,individual,web_form,mobile_app,performance,low,open,standard,29.91,0,negative,0,0,ios,EU,2025,4,April
TCKT_006072,2025-08-06 08:37:10,CUST_02761,individual,email,notifications,account_access,medium,resolved,gold,33.08,0,positive,4,1,api_client,Unknown,2025,8,August
TCKT_074740,2025-01-26 03:54:07,CUST_05120,education,email,billing,bug,medium,in_progress,gold,29.91,0,neutral,0,1,desktop_app,EU,2025,1,January
TCKT_066289,2023-12-22 22:51:39,CUST_06794,enterprise,chat,data_export,how_to,high,resolved,standard,12.62,0,neutral,4,1,ios,Unknown,2023,12,December
TCKT_030709,2022-10-21 11:01:57,CUST_05868,individual,phone_transcript,mobile_app,bug,medium,open,standard,29.91,0,negative,0,0,api_client,Unknown,2022,10,October
TCKT_011966,2024-03-02 02:02:42,CUST_04770,education,email,data_export,account_access,low,in_progress,standard,29.91,0,negative,2,0,android,Unknown,2024,3,March
TCKT_014005,2022-10-09 04:03:11,CUST_06827,small_business,email,notifications,other,low,closed_no_action,gold,46.24,0,neutral,4,1,web,MEA,2022,10,October
TCKT_071068,2024-06-04 23:52:26,CUST_02638,small_business,in_app,notifications,feature_request,high,closed_no_action,gold,98.62,0,neutral,0,0,api_client,EU,2024,6,June
TCKT_036074,2023-12-11 07:54:09,CUST_04102,education,in_app,data_export,how_to,high,resolved,gold,4.53,0,positive,5,0,desktop_app,EU,2023,12,December
TCKT_048551,2024-04-03 03:53:02,CUST_09410,non_profit,in_app,api_integration,feature_request,low,resolved,standard,47.5,0,very_positive,0,0,android,Unknown,2024,4,April
TCKT_064781,2024-12-21 21:03:00,CUST_05226,individual,phone_transcript,billing,billing_problem,medium,open,standard,29.91,0,positive,4,0,desktop_app,EU,2024,12,December
TCKT_069449,2022-09-11 22:17:46,CUST_02010,individual,phone_transcript,notifications,billing_problem,high,in_progress,gold,29.91,0,positive,5,1,android,EU,2022,9,September
TCKT_057049,2023-11-13 18:10:33,CUST_05192,small_business,in_app,api_integration,bug,urgent,on_hold,platinum,29.91,0,neutral,4,1,api_client,EU,2023,11,November
TCKT_032343,2023-05-20 05:00:38,CUST_06472,education,email,login_auth,performance,high,in_progress,gold,29.91,0,neutral,4,0,ios,LATAM,2023,5,May
TCKT_014371,2023-02-09 14:03:25,CUST_08700,small_business,chat,login_auth,how_to,low,open,standard,29.91,0,neutral,4,0,android,MEA,2023,2,February
TCKT_060742,2024-12-06 05:05:58,CUST_03400,non_profit,in_app,data_export,billing_problem,medium,resolved,standard,12.63,0,very_negative,0,1,desktop_app,EU,2024,12,December
TCKT_091833,2023-03-09 15:47:30,CUST_01560,individual,chat,api_integration,billing_problem,high,in_progress,gold,29.91,0,very_negative,2,1,desktop_app,MEA,2023,3,March
TCKT_084538,2024-05-17 18:38:26,CUST_09116,individual,in_app,data_export,billing_problem,high,resolved,gold,7.91,0,very_negative,0,0,ios,MEA,2024,5,May
TCKT_038199,2023-09-09 09:32:12,CUST_01427,individual,in_app,data_export,security_concern,high,on_hold,platinum,29.91,0,positive,4,0,web,MEA,2023,9,September
TCKT_096794,2023-12-02 07:02:19,CUST_04810,non_profit,phone_transcript,analytics_dashboard,how_to,low,resolved,standard,36.54,0,neutral,3,0,desktop_app,EU,2023,12,December
TCKT_094558,2025-12-18 02:55:18,CUST_05491,education,web_form,data_export,billing_problem,urgent,resolved,standard,2.93,0,very_negative,1,0,android,Unknown,2025,12,December
TCKT_003307,2023-02-14 14:37:05,CUST_06980,non_profit,phone_transcript,data_export,feature_request,medium,closed_no_action,standard,47.62,1,positive,0,0,ios,LATAM,2023,2,February
TCKT_078287,2022-05-27 21:57:46,CUST_03525,non_profit,chat,mobile_app,feature_request,high,in_progress,standard,29.91,0,neutral,3,0,android,APAC,2022,5,May
TCKT_085878,2024-11-25 01:36:38,CUST_07237,individual,in_app,billing,performance,medium,resolved,gold,22.43,0,negative,2,0,api_client,EU,2024,11,November
TCKT_092317,2024-02-28 05:01:01,CUST_02445,individual,email,api_integration,billing_problem,high,closed_no_action,gold,50.31,0,very_negative,0,0,desktop_app,LATAM,2024,2,February
TCKT_082421,2023-12-01 14:04:12,CUST_04938,individual,web_form,mobile_app,other,low,resolved,gold,61.85,0,very_positive,5,0,web,EU,2023,12,December
TCKT_023336,2024-08-29 17:25:40,CUST_05655,individual,email,api_integration,performance,medium,open,standard,29.91,0,negative,2,0,android,LATAM,2024,8,August
TCKT_066722,2023-09-01 23:51:37,CUST_01933,non_profit,phone_transcript,billing,account_access,low,resolved,standard,58.0,0,positive,4,1,android,EU,2023,9,September
TCKT_088979,2022-06-18 23:53:57,CUST_00676,education,email,mobile_app,billing_problem,low,in_progress,standard,29.91,0,negative,2,0,web,APAC,2022,6,June
TCKT_069955,2025-11-15 03:42:53,CUST_09991,non_profit,web_form,api_integration,billing_problem,low,open,gold,29.91,0,negative,3,0,android,MEA,2025,11,November
TCKT_025088,2022-05-09 23:20:31,CUST_03680,enterprise,phone_transcript,login_auth,performance,medium,closed_no_action,standard,136.53,0,neutral,0,0,web,MEA,2022,5,May
TCKT_058869,2024-06-17 07:48:04,CUST_07944,non_profit,in_app,billing,account_access,low,resolved,standard,35.57,0,neutral,4,0,api_client,MEA,2024,6,June
TCKT_020365,2025-08-22 07:43:06,CUST_06366,individual,chat,api_integration,performance,medium,on_hold,standard,29.91,0,negative,0,0,ios,LATAM,2025,8,August
TCKT_002969,2025-03-07 22:41:33,CUST_04396,non_profit,in_app,login_auth,performance,medium,in_progress,standard,29.91,0,very_negative,2,0,desktop_app,APAC,2025,3,March
TCKT_049329,2024-01-13 23:46:55,CUST_00693,individual,chat,api_integration,billing_problem,medium,closed_no_action,standard,51.15,0,neutral,4,0,web,MEA,2024,1,January
TCKT_081136,2025-10-28 03:41:42,CUST_07587,individual,web_form,api_integration,how_to,high,in_progress,standard,29.91,0,neutral,0,0,web,APAC,2025,10,October
TCKT_078636,2024-08-31 15:00:49,CUST_02598,non_profit,chat,analytics_dashboard,billing_problem,medium,in_progress,gold,29.91,0,very_negative,2,0,ios,MEA,2024,8,August
TCKT_033447,2024-11-13 04:04:54,CUST_03838,enterprise,phone_transcript,billing,feature_request,medium,resolved,gold,24.86,0,neutral,0,0,api_client,Unknown,2024,11,November
TCKT_039208,2022-11-01 10:31:40,CUST_06751,enterprise,chat,notifications,performance,low,closed_no_action,standard,74.19,0,very_negative,0,0,api_client,APAC,2022,11,November
TCKT_073149,2024-02-26 20:06:53,CUST_00888,individual,web_form,notifications,how_to,low,closed_no_action,standard,229.61,0,very_negative,0,0,ios,MEA,2024,2,February
TCKT_008385,2025-03-28 03:27:35,CUST_02997,non_profit,email,mobile_app,feature_request,low,resolved,standard,39.35,0,negative,2,0,ios,APAC,2025,3,March
TCKT_026181,2022-05-22 20:48:05,CUST_05231,non_profit,in_app,notifications,how_to,medium,closed_no_action,standard,114.52,0,negative,0,0,web,APAC,2022,5,May
TCKT_029239,2025-09-05 19:04:21,CUST_06537,small_business,web_form,api_integration,account_access,high,in_progress,gold,29.91,0,neutral,3,0,desktop_app,EU,2025,9,September
TCKT_076964,2025-04-02 19:50:17,CUST_05225,education,email,login_auth,other,low,resolved,standard,28.42,0,neutral,3,0,desktop_app,MEA,2025,4,April
TCKT_048222,2022-09-10 18:08:16,CUST_07365,enterprise,email,billing,feature_request,high,resolved,standard,19.91,0,negative,0,0,desktop_app,MEA,2022,9,September
TCKT_003786,2022-06-02 22:25:25,CUST_00052,enterprise,web_form,notifications,security_concern,medium,on_hold,gold,29.91,0,positive,0,0,web,APAC,2022,6,June
TCKT_046068,2023-07-12 08:30:42,CUST_09045,non_profit,web_form,login_auth,feature_request,medium,closed_no_action,standard,39.58,0,positive,5,0,ios,APAC,2023,7,July
TCKT_044527,2024-09-01 21:06:46,CUST_03530,small_business,email,notifications,other,high,resolved,platinum,16.7,0,neutral,0,0,web,APAC,2024,9,September
TCKT_063699,2024-12-08 22:53:01,CUST_04079,education,chat,billing,billing_problem,medium,on_hold,standard,29.91,0,very_negative,1,0,ios,APAC,2024,12,December
TCKT_038036,2022-10-12 20:57:41,CUST_04276,enterprise,in_app,api_integration,performance,medium,resolved,gold,18.74,0,very_negative,2,0,api_client,EU,2022,10,October
TCKT_025454,2025-07-03 09:52:31,CUST_08149,individual,phone_transcript,billing,account_access,medium,resolved,gold,27.51,0,very_negative,1,0,android,MEA,2025,7,July
TCKT_070381,2023-09-07 05:00:17,CUST_09599,enterprise,web_form,mobile_app,how_to,low,in_progress,gold,29.91,0,neutral,3,0,android,Unknown,2023,9,September
TCKT_030663,2023-03-19 19:21:50,CUST_01520,individual,chat,billing,other,high,in_progress,gold,29.91,0,negative,2,0,android,APAC,2023,3,March
TCKT_013696,2024-11-03 00:51:06,CUST_03845,small_business,phone_transcript,api_integration,billing_problem,high,resolved,platinum,6.5,0,neutral,0,0,desktop_app,EU,2024,11,November
TCKT_009455,2023-01-13 21:33:39,CUST_07338,non_profit,in_app,notifications,performance,high,resolved,standard,4.78,0,neutral,3,0,web,MEA,2023,1,January
TCKT_082513,2022-11-19 20:49:00,CUST_08747,individual,in_app,mobile_app,account_access,high,open,standard,29.91,0,very_negative,2,0,desktop_app,APAC,2022,11,November
TCKT_055341,2022-09-08 10:56:29,CUST_06472,non_profit,chat,notifications,other,urgent,in_progress,standard,29.91,0,positive,5,0,android,Unknown,2022,9,September
TCKT_076723,2025-10-17 08:13:00,CUST_00762,small_business,in_app,mobile_app,other,low,open,gold,29.91,0,negative,0,0,web,MEA,2025,10,October
TCKT_026331,2025-12-12 20:45:45,CUST_01468,enterprise,phone_transcript,notifications,bug,medium,on_hold,standard,29.91,0,neutral,0,0,api_client,LATAM,2025,12,December
TCKT_036971,2024-03-31 08:59:35,CUST_03458,enterprise,in_app,login_auth,account_access,low,resolved,standard,9.14,0,very_negative,1,0,desktop_app,Unknown,2024,3,March
TCKT_074903,2023-03-15 01:26:43,CUST_09677,education,phone_transcript,data_export,feature_request,medium,on_hold,standard,29.91,0,positive,0,1,desktop_app,LATAM,2023,3,March
TCKT_010206,2025-03-11 23:34:26,CUST_04328,individual,email,data_export,performance,low,resolved,platinum,55.64,0,positive,0,0,web,LATAM,2025,3,March
TCKT_060100,2025-11-07 18:12:17,CUST_03850,small_business,phone_transcript,data_export,other,low,on_hold,standard,29.91,0,positive,5,0,android,LATAM,2025,11,November
TCKT_060895,2023-07-30 08:26:26,CUST_09050,non_profit,chat,data_export,how_to,high,open,platinum,29.91,1,neutral,3,0,desktop_app,Unknown,2023,7,July
TCKT_020062,2025-07-10 01:46:06,CUST_05221,small_business,chat,api_integration,security_concern,low,closed_no_action,standard,222.68,0,negative,3,1,api_client,MEA,2025,7,July
TCKT_066340,2023-02-19 00:04:10,CUST_00841,education,in_app,mobile_app,account_access,high,in_progress,standard,29.91,0,very_negative,2,0,web,EU,2023,2,February
TCKT_030829,2022-09-21 20:39:10,CUST_08981,non_profit,chat,notifications,other,low,in_progress,standard,29.91,0,positive,4,0,android,EU,2022,9,September
TCKT_095716,2023-01-05 10:50:37,CUST_04586,small_business,web_form,mobile_app,bug,urgent,resolved,standard,1.29,0,neutral,3,0,desktop_app,EU,2023,1,January
TCKT_051562,2024-05-16 04:40:40,CUST_08449,small_business,in_app,analytics_dashboard,security_concern,medium,closed_no_action,standard,55.25,0,positive,4,1,ios,MEA,2024,5,May
TCKT_061067,2024-10-15 22:39:35,CUST_04464,individual,phone_transcript,data_export,billing_problem,medium,in_progress,standard,29.91,1,negative,3,0,api_client,EU,2024,10,October
TCKT_082756,2023-06-23 09:03:31,CUST_06378,individual,chat,billing,billing_problem,low,in_progress,gold,29.91,0,positive,5,0,desktop_app,LATAM,2023,6,June
