ticket_id,created_at,customer_id,Customer Segment,channel,Product Area,issue_type,priority,status,sla_plan,Resolution Time (Hours),customer_sentiment,CSAT Score,platform,region,year,month,month_name,day,ticket_age_days,resolution_bucket,csat_percent,region_grouped,sla_breached
TCKT_031954,2022-07-06 19:59:15,CUST_08922,Individual,Phone_Transcript,Api_Integration,How_To,High,Open,Gold,29.91,Very_Positive,5,Api_Client,Mea,2022,7,July,6,1303,1–2 days,100.0,Mea,No
TCKT_024318,2022-07-06 20:32:55,CUST_01445,Education,Email,Login_Auth,Bug,High,Resolved,Standard,10.84,Neutral,4,Android,Mea,2022,7,July,6,1303,<12h,80.0,Mea,No
TCKT_075563,2022-07-06 21:00:27,CUST_00260,Enterprise,Phone_Transcript,Billing,Feature_Request,Medium,Resolved,Standard,7.73,Very_Negative,1,Web,Eu,2022,7,July,6,1303,<12h,20.0,Eu,No
TCKT_045217,2022-07-06 21:21:01,CUST_03569,Enterprise,Web_Form,Billing,Performance,High,Closed No Action,Gold,27.46,Very_Positive,0,Ios,Apac,2022,7,July,6,1303,1–2 days,0.0,Apac,No
TCKT_031238,2022-07-06 22:25:21,CUST_09592,Non_Profit,Chat,Mobile_App,Bug,Medium,Resolved,Platinum,15.31,Neutral,3,Web,Eu,2022,7,July,6,1303,12–24h,60.0,Eu,No
TCKT_029997,2022-07-06 23:29:09,CUST_04845,Small_Business,Web_Form,Billing,Feature_Request,Low,Resolved,Standard,48.41,Neutral,4,Android,Apac,2022,7,July,6,1303,2–3 days,80.0,Apac,Yes
TCKT_039548,2022-07-06 23:41:11,CUST_03747,Individual,Email,Notifications,How_To,High,Resolved,Standard,6.73,Neutral,3,Ios,Mea,2022,7,July,6,1303,<12h,60.0,Mea,No
TCKT_014254,2022-07-07 01:31:45,CUST_05089,Small_Business,Web_Form,Login_Auth,Feature_Request,Low,On Hold,Standard,29.91,Positive,5,Api_Client,Eu,2022,7,July,7,1303,1–2 days,100.0,Eu,No
TCKT_013648,2022-07-07 02:43:03,CUST_02686,Small_Business,In_App,Billing,Other,Low,Open,Platinum,29.91,Positive,4,Android,Mea,2022,7,July,7,1303,1–2 days,80.0,Mea,No
TCKT_021373,2022-07-07 02:55:48,CUST_07414,Non_Profit,Email,Mobile_App,Billing_Problem,High,On Hold,Gold,29.91,Very_Negative,2,Ios,Apac,2022,7,July,7,1303,1–2 days,40.0,Apac,No
TCKT_007107,2022-07-07 03:57:59,CUST_00452,Small_Business,Web_Form,Analytics_Dashboard,Feature_Request,Low,In Progress,Standard,29.91,Very_Positive,5,Web,Latam,2022,7,July,7,1303,1–2 days,100.0,Latam,No
TCKT_010476,2022-07-07 04:29:32,CUST_06671,Education,Chat,Mobile_App,How_To,Low,On Hold,Standard,29.91,Very_Positive,5,Android,Latam,2022,7,July,7,1303,1–2 days,100.0,Latam,No
TCKT_077239,2022-07-07 04:47:12,CUST_00319,Individual,Phone_Transcript,Notifications,Account_Access,Medium,Resolved,Gold,4.22,Neutral,3,Web,Latam,2022,7,July,7,1303,<12h,60.0,Latam,No
TCKT_059363,2022-07-07 06:38:26,CUST_09315,Enterprise,In_App,Analytics_Dashboard,Performance,Low,Resolved,Standard,16.53,Negative,0,Api_Client,Mea,2022,7,July,7,1303,12–24h,0.0,Mea,No
TCKT_059072,2022-07-07 07:17:15,CUST_09355,Small_Business,Web_Form,Analytics_Dashboard,Other,Medium,Open,Standard,29.91,Negative,3,Desktop_App,Latam,2022,7,July,7,1303,1–2 days,60.0,Latam,No
TCKT_088528,2022-07-07 07:22:21,CUST_07103,Enterprise,In_App,Login_Auth,Billing_Problem,Low,Resolved,Standard,69.95,Neutral,0,Android,Mea,2022,7,July,7,1303,2–3 days,0.0,Mea,Yes
TCKT_054996,2022-07-07 08:04:38,CUST_07966,Education,Chat,Data_Export,Bug,Low,Resolved,Standard,53.18,Negative,2,Android,Mea,2022,7,July,7,1303,2–3 days,40.0,Mea,Yes
TCKT_053759,2022-07-07 08:39:44,CUST_00953,Education,Email,Api_Integration,Other,Low,In Progress,Standard,29.91,Negative,3,Desktop_App,Apac,2022,7,July,7,1303,1–2 days,60.0,Apac,No
TCKT_076528,2022-07-07 09:12:32,CUST_03648,Small_Business,Email,Billing,Feature_Request,Medium,On Hold,Platinum,29.91,Very_Negative,2,Ios,Latam,2022,7,July,7,1303,1–2 days,40.0,Latam,No
TCKT_079471,2022-07-07 09:44:13,CUST_04459,Small_Business,Email,Login_Auth,How_To,High,Resolved,Standard,4.66,Neutral,4,Ios,Apac,2022,7,July,7,1303,<12h,80.0,Apac,No
TCKT_085276,2022-07-07 09:49:39,CUST_05115,Education,In_App,Analytics_Dashboard,Account_Access,Urgent,Closed No Action,Platinum,98.42,Very_Negative,0,Web,Unknown,2022,7,July,7,1303,3–7 days,0.0,Unknown,Yes
TCKT_065971,2022-07-07 10:12:29,CUST_08190,Small_Business,Email,Billing,Billing_Problem,High,Resolved,Standard,16.37,Neutral,4,Android,Eu,2022,7,July,7,1303,12–24h,80.0,Eu,No
TCKT_008039,2022-07-07 11:13:28,CUST_06108,Individual,Chat,Data_Export,Security_Concern,Medium,Closed No Action,Standard,210.23,Very_Positive,5,Android,Mea,2022,7,July,7,1303,7+ days,100.0,Mea,Yes
TCKT_022390,2022-07-07 11:19:51,CUST_05629,Small_Business,Web_Form,Api_Integration,How_To,Low,Resolved,Standard,64.75,Positive,5,Android,Apac,2022,7,July,7,1303,2–3 days,100.0,Apac,Yes
TCKT_045702,2022-07-07 11:21:01,CUST_05353,Non_Profit,Phone_Transcript,Mobile_App,Security_Concern,Medium,Resolved,Standard,36.87,Neutral,3,Web,Apac,2022,7,July,7,1303,1–2 days,60.0,Apac,No
TCKT_040941,2022-07-07 11:27:00,CUST_02386,Individual,Email,Api_Integration,Other,Medium,Resolved,Gold,44.12,Negative,3,Ios,Latam,2022,7,July,7,1303,1–2 days,60.0,Latam,No
TCKT_095876,2022-07-07 12:19:28,CUST_09035,Individual,Chat,Login_Auth,Security_Concern,High,Resolved,Standard,6.31,Very_Negative,2,Web,Apac,2022,7,July,7,1303,<12h,40.0,Apac,No
TCKT_025405,2022-07-07 12:21:47,CUST_05728,Education,Web_Form,Notifications,How_To,High,Closed No Action,Gold,109.18,Neutral,4,Desktop_App,Apac,2022,7,July,7,1303,3–7 days,80.0,Apac,Yes
TCKT_029014,2022-07-07 12:31:45,CUST_00342,Small_Business,Phone_Transcript,Mobile_App,Account_Access,Low,Closed No Action,Standard,99.33,Negative,0,Android,Apac,2022,7,July,7,1303,3–7 days,0.0,Apac,Yes
TCKT_000329,2022-07-07 12:42:38,CUST_02762,Small_Business,Chat,Billing,How_To,High,Open,Standard,29.91,Very_Positive,0,Ios,Latam,2022,7,July,7,1303,1–2 days,0.0,Latam,No
TCKT_038209,2022-07-07 12:49:06,CUST_01350,Individual,In_App,Billing,Performance,Low,Closed No Action,Standard,32.34,Very_Negative,1,Desktop_App,Mea,2022,7,July,7,1303,1–2 days,20.0,Mea,No
TCKT_067236,2022-07-07 13:02:21,CUST_05855,Individual,Chat,Billing,Security_Concern,Low,Resolved,Standard,23.55,Neutral,0,Web,Latam,2022,7,July,7,1302,12–24h,0.0,Latam,No
TCKT_088233,2022-07-07 13:40:38,CUST_07304,Non_Profit,Phone_Transcript,Analytics_Dashboard,How_To,High,In Progress,Standard,29.91,Negative,2,Android,Mea,2022,7,July,7,1302,1–2 days,40.0,Mea,No
TCKT_095983,2022-07-07 14:39:17,CUST_09557,Education,Phone_Transcript,Mobile_App,Account_Access,High,In Progress,Platinum,29.91,Negative,2,Desktop_App,Unknown,2022,7,July,7,1302,1–2 days,40.0,Unknown,No
TCKT_076583,2022-07-07 15:24:39,CUST_03347,Individual,Email,Billing,Other,High,In Progress,Platinum,29.91,Very_Negative,0,Web,Apac,2022,7,July,7,1302,1–2 days,0.0,Apac,No
TCKT_058659,2022-07-07 16:42:28,CUST_02729,Enterprise,In_App,Billing,Account_Access,Low,In Progress,Gold,29.91,Positive,0,Desktop_App,Latam,2022,7,July,7,1302,1–2 days,0.0,Latam,No
TCKT_002791,2022-07-07 16:55:35,CUST_06674,Enterprise,In_App,Billing,How_To,Low,Resolved,Standard,30.58,Negative,3,Ios,Apac,2022,7,July,7,1302,1–2 days,60.0,Apac,No
TCKT_071372,2022-07-07 17:36:12,CUST_03763,Individual,Email,Notifications,Bug,Low,In Progress,Standard,29.91,Neutral,3,Api_Client,Unknown,2022,7,July,7,1302,1–2 days,60.0,Unknown,No
TCKT_065073,2022-07-07 19:35:01,CUST_07220,Small_Business,In_App,Data_Export,Feature_Request,High,Resolved,Standard,20.27,Negative,0,Ios,Unknown,2022,7,July,7,1302,12–24h,0.0,Unknown,No
TCKT_060000,2022-07-07 21:13:17,CUST_07196,Individual,In_App,Data_Export,Performance,Medium,Resolved,Standard,41.06,Very_Negative,1,Ios,Eu,2022,7,July,7,1302,1–2 days,20.0,Eu,No
TCKT_062052,2022-07-07 21:36:36,CUST_07577,Small_Business,Phone_Transcript,Notifications,Feature_Request,Low,In Progress,Gold,29.91,Negative,0,Desktop_App,Latam,2022,7,July,7,1302,1–2 days,0.0,Latam,No
TCKT_038824,2022-07-07 21:43:38,CUST_07220,Education,Web_Form,Data_Export,Billing_Problem,High,Resolved,Standard,13.92,Negative,3,Desktop_App,Apac,2022,7,July,7,1302,12–24h,60.0,Apac,No
TCKT_012956,2022-07-07 22:09:56,CUST_09410,Non_Profit,Phone_Transcript,Analytics_Dashboard,How_To,Low,Closed No Action,Standard,181.5,Negative,2,Android,Mea,2022,7,July,7,1302,7+ days,40.0,Mea,Yes
TCKT_038165,2022-07-07 22:28:27,CUST_04722,Non_Profit,Web_Form,Data_Export,Bug,Urgent,Open,Standard,29.91,Neutral,4,Web,Eu,2022,7,July,7,1302,1–2 days,80.0,Eu,No
TCKT_071239,2022-07-08 00:03:39,CUST_02760,Individual,Email,Api_Integration,Performance,Medium,Resolved,Gold,30.32,Negative,3,Web,Mea,2022,7,July,8,1302,1–2 days,60.0,Mea,No
TCKT_004094,2022-07-08 01:19:00,CUST_09984,Small_Business,Web_Form,Notifications,Feature_Request,Low,Resolved,Standard,38.47,Positive,4,Android,Unknown,2022,7,July,8,1302,1–2 days,80.0,Unknown,No
TCKT_024752,2022-07-08 01:46:46,CUST_09514,Education,In_App,Data_Export,Bug,Medium,Resolved,Gold,17.58,Neutral,3,Android,Unknown,2022,7,July,8,1302,12–24h,60.0,Unknown,No
TCKT_007556,2022-07-08 02:13:47,CUST_01623,Small_Business,Web_Form,Data_Export,Feature_Request,High,In Progress,Platinum,29.91,Positive,4,Android,Latam,2022,7,July,8,1302,1–2 days,80.0,Latam,No
TCKT_036816,2022-07-08 02:51:15,CUST_02593,Education,Email,Mobile_App,Feature_Request,Low,Resolved,Standard,57.34,Neutral,0,Android,Mea,2022,7,July,8,1302,2–3 days,0.0,Mea,Yes
TCKT_095283,2022-07-08 03:32:05,CUST_05339,Individual,In_App,Mobile_App,How_To,Low,On Hold,Gold,29.91,Neutral,0,Api_Client,Mea,2022,7,July,8,1302,1–2 days,0.0,Mea,No
TCKT_099152,2022-07-08 04:33:01,CUST_02762,Individual,Chat,Login_Auth,Bug,Medium,On Hold,Standard,29.91,Negative,2,Web,Mea,2022,7,July,8,1302,1–2 days,40.0,Mea,No
TCKT_097039,2022-07-08 04:51:57,CUST_04607,Non_Profit,In_App,Api_Integration,Security_Concern,Low,Open,Platinum,29.91,Negative,2,Web,Eu,2022,7,July,8,1302,1–2 days,40.0,Eu,No
TCKT_043936,2022-07-08 05:06:29,CUST_01071,Small_Business,Phone_Transcript,Api_Integration,Other,Low,Resolved,Gold,35.32,Positive,4,Web,Unknown,2022,7,July,8,1302,1–2 days,80.0,Unknown,No
TCKT_034583,2022-07-08 05:48:32,CUST_04252,Small_Business,In_App,Api_Integration,Performance,High,Closed No Action,Gold,168.21,Very_Negative,0,Android,Eu,2022,7,July,8,1302,7+ days,0.0,Eu,Yes
TCKT_053520,2022-07-08 06:39:30,CUST_02929,Small_Business,Phone_Transcript,Api_Integration,Performance,Low,Closed No Action,Standard,149.97,Very_Positive,5,Desktop_App,Latam,2022,7,July,8,1302,3–7 days,100.0,Latam,Yes
TCKT_026177,2022-07-08 06:44:05,CUST_04755,Small_Business,In_App,Api_Integration,Security_Concern,Medium,In Progress,Gold,29.91,Negative,3,Ios,Latam,2022,7,July,8,1302,1–2 days,60.0,Latam,No
TCKT_017123,2022-07-08 06:54:21,CUST_09465,Small_Business,Email,Billing,Billing_Problem,Low,In Progress,Standard,29.91,Very_Negative,1,Ios,Apac,2022,7,July,8,1302,1–2 days,20.0,Apac,No
TCKT_030364,2022-07-08 07:10:22,CUST_08438,Individual,Chat,Api_Integration,Bug,Medium,Resolved,Standard,42.43,Very_Positive,5,Android,Apac,2022,7,July,8,1302,1–2 days,100.0,Apac,No
TCKT_003257,2022-07-08 08:11:01,CUST_04212,Small_Business,Web_Form,Login_Auth,Bug,Low,Open,Gold,29.91,Neutral,3,Api_Client,Latam,2022,7,July,8,1302,1–2 days,60.0,Latam,No
TCKT_098615,2022-07-08 08:22:27,CUST_04786,Non_Profit,In_App,Data_Export,Bug,Low,In Progress,Gold,29.91,Positive,0,Web,Unknown,2022,7,July,8,1302,1–2 days,0.0,Unknown,No
TCKT_051430,2022-07-08 08:26:09,CUST_09859,Non_Profit,Email,Billing,How_To,Low,Open,Platinum,29.91,Very_Positive,5,Ios,Latam,2022,7,July,8,1302,1–2 days,100.0,Latam,No
TCKT_029889,2022-07-08 09:53:58,CUST_01941,Education,Chat,Billing,Feature_Request,High,In Progress,Gold,29.91,Neutral,0,Ios,Apac,2022,7,July,8,1302,1–2 days,0.0,Apac,No
TCKT_029598,2022-07-08 10:24:28,CUST_05164,Small_Business,Phone_Transcript,Mobile_App,Security_Concern,Low,In Progress,Standard,29.91,Very_Negative,0,Ios,Mea,2022,7,July,8,1302,1–2 days,0.0,Mea,No
TCKT_080875,2022-07-08 10:52:34,CUST_04293,Enterprise,Chat,Data_Export,Other,High,In Progress,Gold,29.91,Positive,5,Web,Apac,2022,7,July,8,1302,1–2 days,100.0,Apac,No
TCKT_034787,2022-07-08 10:52:58,CUST_07334,Small_Business,Email,Data_Export,Performance,Low,Open,Platinum,29.91,Positive,4,Web,Apac,2022,7,July,8,1302,1–2 days,80.0,Apac,No
TCKT_086036,2022-07-08 11:01:17,CUST_04576,Individual,Chat,Login_Auth,Billing_Problem,Low,On Hold,Standard,29.91,Neutral,3,Api_Client,Apac,2022,7,July,8,1302,1–2 days,60.0,Apac,No
TCKT_062838,2022-07-08 11:02:14,CUST_09531,Education,Web_Form,Mobile_App,Account_Access,Medium,Resolved,Standard,40.02,Positive,0,Android,Apac,2022,7,July,8,1302,1–2 days,0.0,Apac,No
TCKT_081561,2022-07-08 12:18:50,CUST_00814,Education,Web_Form,Api_Integration,Performance,Medium,In Progress,Standard,29.91,Very_Negative,0,Desktop_App,Latam,2022,7,July,8,1302,1–2 days,0.0,Latam,No
TCKT_090536,2022-07-08 12:42:38,CUST_03409,Individual,Chat,Billing,Security_Concern,Medium,In Progress,Standard,29.91,Neutral,0,Ios,Apac,2022,7,July,8,1302,1–2 days,0.0,Apac,No
TCKT_075826,2022-07-08 12:49:49,CUST_09715,Non_Profit,Phone_Transcript,Billing,Performance,High,On Hold,Standard,29.91,Negative,0,Api_Client,Apac,2022,7,July,8,1302,1–2 days,0.0,Apac,No
TCKT_053736,2022-07-08 12:52:30,CUST_06986,Education,Web_Form,Data_Export,Billing_Problem,Medium,Resolved,Standard,5.86,Positive,4,Web,Latam,2022,7,July,8,1302,<12h,80.0,Latam,No
TCKT_071424,2022-07-08 13:17:03,CUST_01930,Enterprise,Phone_Transcript,Api_Integration,Performance,Low,On Hold,Standard,29.91,Positive,0,Desktop_App,Unknown,2022,7,July,8,1301,1–2 days,0.0,Unknown,No
TCKT_061965,2022-07-08 13:17:30,CUST_04961,Non_Profit,In_App,Data_Export,Performance,Low,Resolved,Gold,41.59,Negative,3,Api_Client,Mea,2022,7,July,8,1301,1–2 days,60.0,Mea,No
TCKT_060866,2022-07-08 13:25:41,CUST_02131,Education,Email,Billing,Security_Concern,Low,Resolved,Standard,25.66,Positive,0,Ios,Unknown,2022,7,July,8,1301,1–2 days,0.0,Unknown,No
TCKT_001632,2022-07-08 13:26:23,CUST_07860,Small_Business,Chat,Analytics_Dashboard,Feature_Request,Medium,Resolved,Gold,19.06,Neutral,4,Api_Client,Apac,2022,7,July,8,1301,12–24h,80.0,Apac,No
TCKT_008820,2022-07-08 14:00:52,CUST_08062,Non_Profit,In_App,Data_Export,Security_Concern,High,Closed No Action,Platinum,51.09,Neutral,0,Web,Latam,2022,7,July,8,1301,2–3 days,0.0,Latam,Yes
TCKT_026576,2022-07-08 14:10:29,CUST_05725,Small_Business,In_App,Login_Auth,How_To,Medium,Open,Gold,29.91,Neutral,3,Web,Mea,2022,7,July,8,1301,1–2 days,60.0,Mea,No
TCKT_026314,2022-07-08 14:19:24,CUST_03746,Non_Profit,Phone_Transcript,Api_Integration,Performance,High,Open,Gold,29.91,Neutral,0,Ios,Eu,2022,7,July,8,1301,1–2 days,0.0,Eu,No
TCKT_043695,2022-07-08 15:03:24,CUST_08525,Non_Profit,In_App,Analytics_Dashboard,Billing_Problem,Low,Open,Platinum,29.91,Positive,4,Api_Client,Mea,2022,7,July,8,1301,1–2 days,80.0,Mea,No
TCKT_084230,2022-07-08 15:22:36,CUST_01580,Enterprise,Phone_Transcript,Login_Auth,Account_Access,Low,On Hold,Standard,29.91,Negative,0,Android,Latam,2022,7,July,8,1301,1–2 days,0.0,Latam,No
TCKT_016805,2022-07-08 15:57:29,CUST_08145,Individual,Phone_Transcript,Login_Auth,Other,High,Resolved,Platinum,5.93,Neutral,3,Desktop_App,Latam,2022,7,July,8,1301,<12h,60.0,Latam,No
TCKT_036334,2022-07-08 15:59:36,CUST_01269,Education,Phone_Transcript,Login_Auth,Other,Low,Resolved,Standard,64.81,Very_Positive,5,Desktop_App,Apac,2022,7,July,8,1301,2–3 days,100.0,Apac,Yes
TCKT_088261,2022-07-08 17:40:30,CUST_02459,Individual,Chat,Notifications,Account_Access,High,Resolved,Platinum,11.29,Positive,0,Android,Latam,2022,7,July,8,1301,<12h,0.0,Latam,No
TCKT_084968,2022-07-08 18:18:33,CUST_04816,Individual,In_App,Login_Auth,Feature_Request,Low,In Progress,Gold,29.91,Neutral,0,Api_Client,Eu,2022,7,July,8,1301,1–2 days,0.0,Eu,No
TCKT_090447,2022-07-08 19:51:05,CUST_00338,Enterprise,Chat,Analytics_Dashboard,Billing_Problem,Medium,Closed No Action,Standard,143.63,Negative,2,Ios,Apac,2022,7,July,8,1301,3–7 days,40.0,Apac,Yes
TCKT_053293,2022-07-08 20:13:25,CUST_01579,Education,Phone_Transcript,Billing,Bug,Medium,Resolved,Standard,18.79,Neutral,4,Api_Client,Unknown,2022,7,July,8,1301,12–24h,80.0,Unknown,No
TCKT_073738,2022-07-08 20:37:31,CUST_09855,Non_Profit,Web_Form,Api_Integration,Feature_Request,Medium,Resolved,Standard,23.66,Negative,0,Web,Unknown,2022,7,July,8,1301,12–24h,0.0,Unknown,No
TCKT_039069,2022-07-08 21:26:31,CUST_06607,Education,In_App,Mobile_App,Other,Low,Resolved,Standard,66.87,Very_Positive,5,Ios,Unknown,2022,7,July,8,1301,2–3 days,100.0,Unknown,Yes
TCKT_075944,2022-07-08 22:03:42,CUST_00878,Enterprise,Chat,Data_Export,Other,Medium,Resolved,Gold,31.98,Neutral,0,Api_Client,Apac,2022,7,July,8,1301,1–2 days,0.0,Apac,No
TCKT_096591,2022-07-08 22:19:13,CUST_03826,Individual,Phone_Transcript,Data_Export,Performance,High,Open,Gold,29.91,Neutral,0,Desktop_App,Unknown,2022,7,July,8,1301,1–2 days,0.0,Unknown,No
TCKT_043934,2022-07-08 22:52:17,CUST_05426,Individual,Web_Form,Mobile_App,Security_Concern,Low,Resolved,Standard,13.71,Neutral,4,Web,Latam,2022,7,July,8,1301,12–24h,80.0,Latam,No
TCKT_031473,2022-07-09 00:06:18,CUST_08415,Education,In_App,Analytics_Dashboard,Other,Medium,Resolved,Standard,31.85,Very_Negative,1,Android,Mea,2022,7,July,9,1301,1–2 days,20.0,Mea,No
TCKT_003103,2022-07-09 01:30:02,CUST_03631,Enterprise,In_App,Data_Export,Security_Concern,Low,Open,Platinum,29.91,Negative,2,Android,Unknown,2022,7,July,9,1301,1–2 days,40.0,Unknown,No
TCKT_027246,2022-07-09 02:42:57,CUST_08947,Non_Profit,Phone_Transcript,Data_Export,Billing_Problem,Medium,Closed No Action,Standard,193.81,Neutral,3,Web,Apac,2022,7,July,9,1301,7+ days,60.0,Apac,Yes
TCKT_099397,2022-07-09 02:45:34,CUST_05666,Non_Profit,Chat,Login_Auth,Account_Access,Medium,Resolved,Platinum,40.95,Very_Negative,1,Api_Client,Mea,2022,7,July,9,1301,1–2 days,20.0,Mea,No
TCKT_077666,2022-07-09 03:57:54,CUST_08133,Education,Email,Api_Integration,Bug,Low,Resolved,Standard,17.68,Very_Positive,0,Api_Client,Latam,2022,7,July,9,1301,12–24h,0.0,Latam,No
TCKT_075876,2022-07-09 04:20:17,CUST_03748,Small_Business,In_App,Billing,Performance,Medium,Open,Standard,29.91,Negative,0,Api_Client,Mea,2022,7,July,9,1301,1–2 days,0.0,Mea,No
TCKT_053045,2022-07-09 04:56:49,CUST_01223,Small_Business,Phone_Transcript,Login_Auth,Feature_Request,High,Resolved,Standard,23.14,Positive,0,Ios,Eu,2022,7,July,9,1301,12–24h,0.0,Eu,No
TCKT_069949,2022-07-09 05:22:10,CUST_03929,Individual,Chat,Data_Export,How_To,Medium,Resolved,Standard,26.78,Positive,5,Desktop_App,Unknown,2022,7,July,9,1301,1–2 days,100.0,Unknown,No
TCKT_040322,2022-07-09 05:32:30,CUST_07204,Education,Chat,Notifications,Performance,High,Resolved,Standard,11.23,Negative,3,Api_Client,Mea,2022,7,July,9,1301,<12h,60.0,Mea,No
TCKT_058893,2022-07-09 06:30:32,CUST_08308,Small_Business,In_App,Data_Export,Account_Access,Low,Resolved,Platinum,41.68,Positive,5,Api_Client,Apac,2022,7,July,9,1301,1–2 days,100.0,Apac,No
TCKT_039120,2022-07-09 06:50:59,CUST_07422,Small_Business,Web_Form,Billing,Bug,Medium,Resolved,Gold,10.16,Very_Positive,5,Api_Client,Mea,2022,7,July,9,1301,<12h,100.0,Mea,No
TCKT_093860,2022-07-09 06:52:00,CUST_08521,Non_Profit,Email,Billing,Account_Access,Low,In Progress,Standard,29.91,Positive,0,Web,Latam,2022,7,July,9,1301,1–2 days,0.0,Latam,No
TCKT_003152,2022-07-09 07:19:28,CUST_04958,Enterprise,Web_Form,Analytics_Dashboard,Bug,Medium,Open,Gold,29.91,Negative,3,Api_Client,Eu,2022,7,July,9,1301,1–2 days,60.0,Eu,No
TCKT_010662,2022-07-09 07:46:30,CUST_04108,Education,Phone_Transcript,Billing,Feature_Request,Urgent,Resolved,Gold,0.47,Positive,4,Api_Client,Apac,2022,7,July,9,1301,<12h,80.0,Apac,No
TCKT_053142,2022-07-09 08:01:28,CUST_02797,Enterprise,Phone_Transcript,Notifications,Billing_Problem,Low,Resolved,Standard,55.4,Positive,0,Desktop_App,Latam,2022,7,July,9,1301,2–3 days,0.0,Latam,Yes
TCKT_070267,2022-07-09 08:08:44,CUST_05783,Small_Business,In_App,Billing,Performance,Medium,Open,Platinum,29.91,Neutral,3,Ios,Latam,2022,7,July,9,1301,1–2 days,60.0,Latam,No
TCKT_059880,2022-07-09 08:19:28,CUST_09424,Non_Profit,Chat,Data_Export,Bug,High,In Progress,Platinum,29.91,Negative,2,Desktop_App,Latam,2022,7,July,9,1301,1–2 days,40.0,Latam,No
TCKT_049195,2022-07-09 08:44:23,CUST_04196,Enterprise,Web_Form,Billing,Account_Access,Low,In Progress,Standard,29.91,Neutral,4,Api_Client,Apac,2022,7,July,9,1301,1–2 days,80.0,Apac,No
TCKT_072874,2022-07-09 08:58:55,CUST_04973,Non_Profit,Email,Data_Export,Account_Access,High,Resolved,Standard,5.11,Neutral,3,Android,Apac,2022,7,July,9,1301,<12h,60.0,Apac,No
TCKT_064712,2022-07-09 09:14:25,CUST_09417,Non_Profit,Web_Form,Notifications,How_To,Medium,In Progress,Platinum,29.91,Neutral,4,Desktop_App,Mea,2022,7,July,9,1301,1–2 days,80.0,Mea,No
TCKT_056685,2022-07-09 10:13:54,CUST_01730,Education,Web_Form,Billing,Billing_Problem,Low,On Hold,Platinum,29.91,Negative,3,Desktop_App,Eu,2022,7,July,9,1301,1–2 days,60.0,Eu,No
TCKT_012315,2022-07-09 10:29:07,CUST_04341,Small_Business,Web_Form,Data_Export,Performance,Low,Closed No Action,Platinum,211.27,Neutral,0,Desktop_App,Unknown,2022,7,July,9,1301,7+ days,0.0,Unknown,Yes
TCKT_090485,2022-07-09 12:09:16,CUST_02817,Individual,Chat,Login_Auth,How_To,Urgent,In Progress,Standard,29.91,Neutral,0,Web,Apac,2022,7,July,9,1301,1–2 days,0.0,Apac,No
TCKT_078045,2022-07-09 12:10:28,CUST_07583,Small_Business,Phone_Transcript,Login_Auth,Performance,Medium,Resolved,Standard,19.96,Very_Negative,0,Ios,Apac,2022,7,July,9,1301,12–24h,0.0,Apac,No
TCKT_001170,2022-07-09 13:10:53,CUST_02262,Non_Profit,In_App,Notifications,Account_Access,High,Resolved,Gold,22.57,Very_Negative,1,Web,Eu,2022,7,July,9,1300,12–24h,20.0,Eu,No
TCKT_079614,2022-07-09 14:09:48,CUST_01500,Individual,Chat,Api_Integration,Security_Concern,Low,Closed No Action,Standard,159.11,Positive,0,Api_Client,Unknown,2022,7,July,9,1300,3–7 days,0.0,Unknown,Yes
TCKT_003529,2022-07-09 15:56:27,CUST_08331,Education,Email,Data_Export,Security_Concern,Low,Resolved,Standard,44.6,Very_Negative,1,Web,Latam,2022,7,July,9,1300,1–2 days,20.0,Latam,No
TCKT_066357,2022-07-09 18:51:20,CUST_06142,Small_Business,Email,Billing,Bug,Medium,In Progress,Gold,29.91,Very_Positive,5,Android,Mea,2022,7,July,9,1300,1–2 days,100.0,Mea,No
TCKT_078193,2022-07-09 19:17:01,CUST_02680,Education,Chat,Notifications,Security_Concern,High,Resolved,Gold,16.79,Neutral,3,Desktop_App,Apac,2022,7,July,9,1300,12–24h,60.0,Apac,No
TCKT_084898,2022-07-09 19:54:50,CUST_04708,Enterprise,Chat,Login_Auth,Feature_Request,Medium,Resolved,Gold,14.31,Negative,2,Api_Client,Mea,2022,7,July,9,1300,12–24h,40.0,Mea,No
TCKT_001147,2022-07-09 20:17:55,CUST_05468,Non_Profit,Email,Data_Export,How_To,Medium,Closed No Action,Gold,189.16,Negative,2,Web,Apac,2022,7,July,9,1300,7+ days,40.0,Apac,Yes
TCKT_050781,2022-07-09 21:21:45,CUST_01855,Non_Profit,Chat,Analytics_Dashboard,Account_Access,High,Resolved,Standard,8.47,Very_Negative,1,Web,Mea,2022,7,July,9,1300,<12h,20.0,Mea,No
TCKT_034119,2022-07-09 22:19:04,CUST_06517,Small_Business,In_App,Billing,Security_Concern,Low,On Hold,Standard,29.91,Very_Negative,0,Api_Client,Apac,2022,7,July,9,1300,1–2 days,0.0,Apac,No
TCKT_085705,2022-07-09 22:41:08,CUST_08507,Non_Profit,Chat,Billing,Billing_Problem,High,Open,Standard,29.91,Neutral,3,Web,Eu,2022,7,July,9,1300,1–2 days,60.0,Eu,No
TCKT_001745,2022-07-09 22:58:01,CUST_01740,Education,Email,Login_Auth,Bug,High,Resolved,Gold,7.16,Negative,2,Android,Latam,2022,7,July,9,1300,<12h,40.0,Latam,No
